Type,EDI_Std_Nomenclature,AISC_Manual_Label,EDI_Std_Nomenclature,AISC_Manual_Label
HSS,HSS20X8X.500,HSS20X8X1/2,HSS508X203.2X12.7,HSS508X203.2X12.7
HSS,HSS20X8X.375,HSS20X8X3/8,HSS508X203.2X9.5,HSS508X203.2X9.5
HSS,HSS20X8X.313,HSS20X8X5/16,HSS508X203.2X7.9,HSS508X203.2X7.9
HSS,HSS20X4X.500,HSS20X4X1/2,HSS508X101.6X12.7,HSS508X101.6X12.7
HSS,HSS20X4X.375,HSS20X4X3/8,HSS508X101.6X9.5,HSS508X101.6X9.5
HSS,HSS20X4X.313,HSS20X4X5/16,HSS508X101.6X7.9,HSS508X101.6X7.9
HSS,HSS20X4X.250,HSS20X4X1/4,HSS508X101.6X6.4,HSS508X101.6X6.4
HSS,HSS18X18X.875,HSS18X18X7/8,HSS457.2X457.2X22.2,HSS457.2X457.2X22.2
HSS,HSS18X18X.750,HSS18X18X3/4,HSS457.2X457.2X19,HSS457.2X457.2X19
HSS,HSS18X18X.625,HSS18X18X5/8,HSS457.2X457.2X15.9,HSS457.2X457.2X15.9
HSS,HSS18X18X.500,HSS18X18X1/2,HSS457.2X457.2X12.7,HSS457.2X457.2X12.7
HSS,HSS18X6X.625,HSS18X6X5/8,HSS457.2X152.4X15.9,HSS457.2X152.4X15.9
HSS,HSS18X6X.500,HSS18X6X1/2,HSS457.2X152.4X12.7,HSS457.2X152.4X12.7
HSS,HSS18X6X.375,HSS18X6X3/8,HSS457.2X152.4X9.5,HSS457.2X152.4X9.5
HSS,HSS18X6X.313,HSS18X6X5/16,HSS457.2X152.4X7.9,HSS457.2X152.4X7.9
HSS,HSS18X6X.250,HSS18X6X1/4,HSS457.2X152.4X6.4,HSS457.2X152.4X6.4
HSS,HSS16X16X.875,HSS16X16X7/8,HSS406.4X406.4X22.2,HSS406.4X406.4X22.2
HSS,HSS16X16X.750,HSS16X16X3/4,HSS406.4X406.4X19.0,HSS406.4X406.4X19.0
HSS,HSS16X16X.625,HSS16X16X5/8,HSS406.4X406.4X15.9,HSS406.4X406.4X15.9
HSS,HSS16X16X.500,HSS16X16X1/2,HSS406.4X406.4X12.7,HSS406.4X406.4X12.7
HSS,HSS16X16X.375,HSS16X16X3/8,HSS406.4X406.4X9.5,HSS406.4X406.4X9.5
HSS,HSS16X16X.313,HSS16X16X5/16,HSS406.4X406.4X7.9,HSS406.4X406.4X7.9
HSS,HSS16X12X.750,HSS16X12X3/4,HSS406.4X304.8X19,HSS406.4X304.8X19
HSS,HSS16X12X.625,HSS16X12X5/8,HSS406.4X304.8X15.9,HSS406.4X304.8X15.9
HSS,HSS16X12X.500,HSS16X12X1/2,HSS406.4X304.8X12.7,HSS406.4X304.8X12.7
HSS,HSS16X12X.375,HSS16X12X3/8,HSS406.4X304.8X9.5,HSS406.4X304.8X9.5
HSS,HSS16X12X.313,HSS16X12X5/16,HSS406.4X304.8X7.9,HSS406.4X304.8X7.9
HSS,HSS16X8X.625,HSS16X8X5/8,HSS406.4X203.2X15.9,HSS406.4X203.2X15.9
HSS,HSS16X8X.500,HSS16X8X1/2,HSS406.4X203.2X12.7,HSS406.4X203.2X12.7
HSS,HSS16X8X.375,HSS16X8X3/8,HSS406.4X203.2X9.5,HSS406.4X203.2X9.5
HSS,HSS16X8X.313,HSS16X8X5/16,HSS406.4X203.2X7.9,HSS406.4X203.2X7.9
HSS,HSS16X8X.250,HSS16X8X1/4,HSS406.4X203.2X6.4,HSS406.4X203.2X6.4
HSS,HSS16X4X.625,HSS16X4X5/8,HSS406.4X101.6X15.9,HSS406.4X101.6X15.9
HSS,HSS16X4X.500,HSS16X4X1/2,HSS406.4X101.6X12.7,HSS406.4X101.6X12.7
HSS,HSS16X4X.375,HSS16X4X3/8,HSS406.4X101.6X9.5,HSS406.4X101.6X9.5
HSS,HSS16X4X.313,HSS16X4X5/16,HSS406.4X101.6X7.9,HSS406.4X101.6X7.9
HSS,HSS16X4X.250,HSS16X4X1/4,HSS406.4X101.6X6.4,HSS406.4X101.6X6.4
HSS,HSS16X4X.188,HSS16X4X3/16,HSS406.4X101.6X4.8,HSS406.4X101.6X4.8
HSS,HSS14X14X.875,HSS14X14X7/8,HSS355.6X355.6X22.2,HSS355.6X355.6X22.2
HSS,HSS14X14X.750,HSS14X14X3/4,HSS355.6X355.6X19,HSS355.6X355.6X19
HSS,HSS14X14X.625,HSS14X14X5/8,HSS355.6X355.6X15.9,HSS355.6X355.6X15.9
HSS,HSS14X14X.500,HSS14X14X1/2,HSS355.6X355.6X12.7,HSS355.6X355.6X12.7
HSS,HSS14X14X.375,HSS14X14X3/8,HSS355.6X355.6X9.5,HSS355.6X355.6X9.5
HSS,HSS14X14X.313,HSS14X14X5/16,HSS355.6X355.6X7.9,HSS355.6X355.6X7.9
HSS,HSS14X10X.625,HSS14X10X5/8,HSS355.6X254X15.9,HSS355.6X254X15.9
HSS,HSS14X10X.500,HSS14X10X1/2,HSS355.6X254X12.7,HSS355.6X254X12.7
HSS,HSS14X10X.375,HSS14X10X3/8,HSS355.6X254X9.5,HSS355.6X254X9.5
HSS,HSS14X10X.313,HSS14X10X5/16,HSS355.6X254X7.9,HSS355.6X254X7.9
HSS,HSS14X10X.250,HSS14X10X1/4,HSS355.6X254X6.4,HSS355.6X254X6.4
HSS,HSS14X6X.625,HSS14X6X5/8,HSS355.6X152.4X15.9,HSS355.6X152.4X15.9
HSS,HSS14X6X.500,HSS14X6X1/2,HSS355.6X152.4X12.7,HSS355.6X152.4X12.7
HSS,HSS14X6X.375,HSS14X6X3/8,HSS355.6X152.4X9.5,HSS355.6X152.4X9.5
HSS,HSS14X6X.313,HSS14X6X5/16,HSS355.6X152.4X7.9,HSS355.6X152.4X7.9
HSS,HSS14X6X.250,HSS14X6X1/4,HSS355.6X152.4X6.4,HSS355.6X152.4X6.4
HSS,HSS14X6X.188,HSS14X6X3/16,HSS355.6X152.4X4.8,HSS355.6X152.4X4.8
HSS,HSS14X4X.625,HSS14X4X5/8,HSS355.6X101.6X15.9,HSS355.6X101.6X15.9
HSS,HSS14X4X.500,HSS14X4X1/2,HSS355.6X101.6X12.7,HSS355.6X101.6X12.7
HSS,HSS14X4X.375,HSS14X4X3/8,HSS355.6X101.6X9.5,HSS355.6X101.6X9.5
HSS,HSS14X4X.313,HSS14X4X5/16,HSS355.6X101.6X7.9,HSS355.6X101.6X7.9
HSS,HSS14X4X.250,HSS14X4X1/4,HSS355.6X101.6X6.4,HSS355.6X101.6X6.4
HSS,HSS14X4X.188,HSS14X4X3/16,HSS355.6X101.6X4.8,HSS355.6X101.6X4.8
HSS,HSS12X12X.750,HSS12X12X3/4,HSS304.8X304.8X19,HSS304.8X304.8X19
HSS,HSS12X12X.625,HSS12X12X5/8,HSS304.8X304.8X15.9,HSS304.8X304.8X15.9
HSS,HSS12X12X.500,HSS12X12X1/2,HSS304.8X304.8X12.7,HSS304.8X304.8X12.7
HSS,HSS12X12X.375,HSS12X12X3/8,HSS304.8X304.8X9.5,HSS304.8X304.8X9.5
HSS,HSS12X12X.313,HSS12X12X5/16,HSS304.8X304.8X7.9,HSS304.8X304.8X7.9
HSS,HSS12X12X.250,HSS12X12X1/4,HSS304.8X304.8X6.4,HSS304.8X304.8X6.4
HSS,HSS12X12X.188,HSS12X12X3/16,HSS304.8X304.8X4.8,HSS304.8X304.8X4.8
HSS,HSS12X10X.500,HSS12X10X1/2,HSS304.8X254X12.7,HSS304.8X254X12.7
HSS,HSS12X10X.375,HSS12X10X3/8,HSS304.8X254X9.5,HSS304.8X254X9.5
HSS,HSS12X10X.313,HSS12X10X5/16,HSS304.8X254X7.9,HSS304.8X254X7.9
HSS,HSS12X10X.250,HSS12X10X1/4,HSS304.8X254X6.4,HSS304.8X254X6.4
HSS,HSS12X8X.625,HSS12X8X5/8,HSS304.8X203.2X15.9,HSS304.8X203.2X15.9
HSS,HSS12X8X.500,HSS12X8X1/2,HSS304.8X203.2X12.7,HSS304.8X203.2X12.7
HSS,HSS12X8X.375,HSS12X8X3/8,HSS304.8X203.2X9.5,HSS304.8X203.2X9.5
HSS,HSS12X8X.313,HSS12X8X5/16,HSS304.8X203.2X7.9,HSS304.8X203.2X7.9
HSS,HSS12X8X.250,HSS12X8X1/4,HSS304.8X203.2X6.4,HSS304.8X203.2X6.4
HSS,HSS12X8X.188,HSS12X8X3/16,HSS304.8X203.2X4.8,HSS304.8X203.2X4.8
HSS,HSS12X6X.625,HSS12X6X5/8,HSS304.8X152.4X15.9,HSS304.8X152.4X15.9
HSS,HSS12X6X.500,HSS12X6X1/2,HSS304.8X152.4X12.7,HSS304.8X152.4X12.7
HSS,HSS12X6X.375,HSS12X6X3/8,HSS304.8X152.4X9.5,HSS304.8X152.4X9.5
HSS,HSS12X6X.313,HSS12X6X5/16,HSS304.8X152.4X7.9,HSS304.8X152.4X7.9
HSS,HSS12X6X.250,HSS12X6X1/4,HSS304.8X152.4X6.4,HSS304.8X152.4X6.4
HSS,HSS12X6X.188,HSS12X6X3/16,HSS304.8X152.4X4.8,HSS304.8X152.4X4.8
HSS,HSS12X4X.625,HSS12X4X5/8,HSS304.8X101.6X15.9,HSS304.8X101.6X15.9
HSS,HSS12X4X.500,HSS12X4X1/2,HSS304.8X101.6X12.7,HSS304.8X101.6X12.7
HSS,HSS12X4X.375,HSS12X4X3/8,HSS304.8X101.6X9.5,HSS304.8X101.6X9.5
HSS,HSS12X4X.313,HSS12X4X5/16,HSS304.8X101.6X7.9,HSS304.8X101.6X7.9
HSS,HSS12X4X.250,HSS12X4X1/4,HSS304.8X101.6X6.4,HSS304.8X101.6X6.4
HSS,HSS12X4X.188,HSS12X4X3/16,HSS304.8X101.6X4.8,HSS304.8X101.6X4.8
HSS,HSS12X3-1/2X.375,HSS12X3-1/2X3/8,HSS304.8X88.9X9.5,HSS304.8X88.9X9.5
HSS,HSS12X3-1/2X.313,HSS12X3-1/2X5/16,HSS304.8X88.9X7.9,HSS304.8X88.9X7.9
HSS,HSS12X3X.313,HSS12X3X5/16,HSS304.8X76.2X7.9,HSS304.8X76.2X7.9
HSS,HSS12X3X.250,HSS12X3X1/4,HSS304.8X76.2X6.4,HSS304.8X76.2X6.4
HSS,HSS12X3X.188,HSS12X3X3/16,HSS304.8X76.2X4.8,HSS304.8X76.2X4.8
HSS,HSS12X2X.313,HSS12X2X5/16,HSS304.8X50.8X7.9,HSS304.8X50.8X7.9
HSS,HSS12X2X.250,HSS12X2X1/4,HSS304.8X50.8X6.4,HSS304.8X50.8X6.4
HSS,HSS12X2X.188,HSS12X2X3/16,HSS304.8X50.8X4.8,HSS304.8X50.8X4.8
HSS,HSS10X10X.750,HSS10X10X3/4,HSS254X254X19,HSS254X254X19
HSS,HSS10X10X.625,HSS10X10X5/8,HSS254X254X15.9,HSS254X254X15.9
HSS,HSS10X10X.500,HSS10X10X1/2,HSS254X254X12.7,HSS254X254X12.7
HSS,HSS10X10X.375,HSS10X10X3/8,HSS254X254X9.5,HSS254X254X9.5
HSS,HSS10X10X.313,HSS10X10X5/16,HSS254X254X7.9,HSS254X254X7.9
HSS,HSS10X10X.250,HSS10X10X1/4,HSS254X254X6.4,HSS254X254X6.4
HSS,HSS10X10X.188,HSS10X10X3/16,HSS254X254X4.8,HSS254X254X4.8
HSS,HSS10X8X.625,HSS10X8X5/8,HSS254X203.2X15.9,HSS254X203.2X15.9
HSS,HSS10X8X.500,HSS10X8X1/2,HSS254X203.2X12.7,HSS254X203.2X12.7
HSS,HSS10X8X.375,HSS10X8X3/8,HSS254X203.2X9.5,HSS254X203.2X9.5
HSS,HSS10X8X.313,HSS10X8X5/16,HSS254X203.2X7.9,HSS254X203.2X7.9
HSS,HSS10X8X.250,HSS10X8X1/4,HSS254X203.2X6.4,HSS254X203.2X6.4
HSS,HSS10X8X.188,HSS10X8X3/16,HSS254X203.2X4.8,HSS254X203.2X4.8
HSS,HSS10X6X.625,HSS10X6X5/8,HSS254X152.4X15.9,HSS254X152.4X15.9
HSS,HSS10X6X.500,HSS10X6X1/2,HSS254X152.4X12.7,HSS254X152.4X12.7
HSS,HSS10X6X.375,HSS10X6X3/8,HSS254X152.4X9.5,HSS254X152.4X9.5
HSS,HSS10X6X.313,HSS10X6X5/16,HSS254X152.4X7.9,HSS254X152.4X7.9
HSS,HSS10X6X.250,HSS10X6X1/4,HSS254X152.4X6.4,HSS254X152.4X6.4
HSS,HSS10X6X.188,HSS10X6X3/16,HSS254X152.4X4.8,HSS254X152.4X4.8
HSS,HSS10X5X.375,HSS10X5X3/8,HSS254X127X9.5,HSS254X127X9.5
HSS,HSS10X5X.313,HSS10X5X5/16,HSS254X127X7.9,HSS254X127X7.9
HSS,HSS10X5X.250,HSS10X5X1/4,HSS254X127X6.4,HSS254X127X6.4
HSS,HSS10X5X.188,HSS10X5X3/16,HSS254X127X4.8,HSS254X127X4.8
HSS,HSS10X4X.625,HSS10X4X5/8,HSS254X101.6X15.9,HSS254X101.6X15.9
HSS,HSS10X4X.500,HSS10X4X1/2,HSS254X101.6X12.7,HSS254X101.6X12.7
HSS,HSS10X4X.375,HSS10X4X3/8,HSS254X101.6X9.5,HSS254X101.6X9.5
HSS,HSS10X4X.313,HSS10X4X5/16,HSS254X101.6X7.9,HSS254X101.6X7.9
HSS,HSS10X4X.250,HSS10X4X1/4,HSS254X101.6X6.4,HSS254X101.6X6.4
HSS,HSS10X4X.188,HSS10X4X3/16,HSS254X101.6X4.8,HSS254X101.6X4.8
HSS,HSS10X4X.125,HSS10X4X1/8,HSS254X101.6X3.2,HSS254X101.6X3.2
HSS,HSS10X3-1/2X.500,HSS10X3-1/2X1/2,HSS254X88.9X12.7,HSS254X88.9X12.7
HSS,HSS10X3-1/2X.375,HSS10X3-1/2X3/8,HSS254X88.9X9.5,HSS254X88.9X9.5
HSS,HSS10X3-1/2X.313,HSS10X3-1/2X5/16,HSS254X88.9X7.9,HSS254X88.9X7.9
HSS,HSS10X3-1/2X.250,HSS10X3-1/2X1/4,HSS254X88.9X6.4,HSS254X88.9X6.4
HSS,HSS10X3-1/2X.188,HSS10X3-1/2X3/16,HSS254X88.9X4.8,HSS254X88.9X4.8
HSS,HSS10X3-1/2X.125,HSS10X3-1/2X1/8,HSS254X88.9X3.2,HSS254X88.9X3.2
HSS,HSS10X3X.375,HSS10X3X3/8,HSS254X76.2X9.5,HSS254X76.2X9.5
HSS,HSS10X3X.313,HSS10X3X5/16,HSS254X76.2X7.9,HSS254X76.2X7.9
HSS,HSS10X3X.250,HSS10X3X1/4,HSS254X76.2X6.4,HSS254X76.2X6.4
HSS,HSS10X3X.188,HSS10X3X3/16,HSS254X76.2X4.8,HSS254X76.2X4.8
HSS,HSS10X3X.125,HSS10X3X1/8,HSS254X76.2X3.2,HSS254X76.2X3.2
HSS,HSS10X2X.375,HSS10X2X3/8,HSS254X50.8X9.5,HSS254X50.8X9.5
HSS,HSS10X2X.313,HSS10X2X5/16,HSS254X50.8X7.9,HSS254X50.8X7.9
HSS,HSS10X2X.250,HSS10X2X1/4,HSS254X50.8X6.4,HSS254X50.8X6.4
HSS,HSS10X2X.188,HSS10X2X3/16,HSS254X50.8X4.8,HSS254X50.8X4.8
HSS,HSS10X2X.125,HSS10X2X1/8,HSS254X50.8X3.2,HSS254X50.8X3.2
HSS,HSS9X9X.625,HSS9X9X5/8,HSS228.6X228.6X15.9,HSS228.6X228.6X15.9
HSS,HSS9X9X.500,HSS9X9X1/2,HSS228.6X228.6X12.7,HSS228.6X228.6X12.7
HSS,HSS9X9X.375,HSS9X9X3/8,HSS228.6X228.6X9.5,HSS228.6X228.6X9.5
HSS,HSS9X9X.313,HSS9X9X5/16,HSS228.6X228.6X7.9,HSS228.6X228.6X7.9
HSS,HSS9X9X.250,HSS9X9X1/4,HSS228.6X228.6X6.4,HSS228.6X228.6X6.4
HSS,HSS9X9X.188,HSS9X9X3/16,HSS228.6X228.6X74.8,HSS228.6X228.6X74.8
HSS,HSS9X9X.125,HSS9X9X1/8,HSS228.6X228.6X3.2,HSS228.6X228.6X3.2
HSS,HSS9X7X.625,HSS9X7X5/8,HSS228.6X177.8X15.9,HSS228.6X177.8X15.9
HSS,HSS9X7X.500,HSS9X7X1/2,HSS228.6X177.8X12.7,HSS228.6X177.8X12.7
HSS,HSS9X7X.375,HSS9X7X3/8,HSS228.6X177.8X9.5,HSS228.6X177.8X9.5
HSS,HSS9X7X.313,HSS9X7X5/16,HSS228.6X177.8X7.9,HSS228.6X177.8X7.9
HSS,HSS9X7X.250,HSS9X7X1/4,HSS228.6X177.8X6.4,HSS228.6X177.8X6.4
HSS,HSS9X7X.188,HSS9X7X3/16,HSS228.6X177.8X4.8,HSS228.6X177.8X4.8
HSS,HSS9X5X.625,HSS9X5X5/8,HSS228.6X127X15.9,HSS228.6X127X15.9
HSS,HSS9X5X.500,HSS9X5X1/2,HSS228.6X127X12.7,HSS228.6X127X12.7
HSS,HSS9X5X.375,HSS9X5X3/8,HSS228.6X127X9.5,HSS228.6X127X9.5
HSS,HSS9X5X.313,HSS9X5X5/16,HSS228.6X127X7.9,HSS228.6X127X7.9
HSS,HSS9X5X.250,HSS9X5X1/4,HSS228.6X127X6.4,HSS228.6X127X6.4
HSS,HSS9X5X.188,HSS9X5X3/16,HSS228.6X127X4.8,HSS228.6X127X4.8
HSS,HSS9X3X.500,HSS9X3X1/2,HSS228.6X76.2X12.7,HSS228.6X76.2X12.7
HSS,HSS9X3X.375,HSS9X3X3/8,HSS228.6X76.2X9.5,HSS228.6X76.2X9.5
HSS,HSS9X3X.313,HSS9X3X5/16,HSS228.6X76.2X7.9,HSS228.6X76.2X7.9
HSS,HSS9X3X.250,HSS9X3X1/4,HSS228.6X76.2X6.4,HSS228.6X76.2X6.4
HSS,HSS9X3X.188,HSS9X3X3/16,HSS228.6X76.2X4.8,HSS228.6X76.2X4.8
HSS,HSS8X8X.625,HSS8X8X5/8,HSS203.2X203.2X15.9,HSS203.2X203.2X15.9
HSS,HSS8X8X.500,HSS8X8X1/2,HSS203.2X203.2X12.7,HSS203.2X203.2X12.7
HSS,HSS8X8X.375,HSS8X8X3/8,HSS203.2X203.2X9.5,HSS203.2X203.2X9.5
HSS,HSS8X8X.313,HSS8X8X5/16,HSS203.2X203.2X7.9,HSS203.2X203.2X7.9
HSS,HSS8X8X.250,HSS8X8X1/4,HSS203.2X203.2X6.4,HSS203.2X203.2X6.4
HSS,HSS8X8X.188,HSS8X8X3/16,HSS203.2X203.2X4.8,HSS203.2X203.2X4.8
HSS,HSS8X8X.125,HSS8X8X1/8,HSS203.2X203.2X3.2,HSS203.2X203.2X3.2
HSS,HSS8X6X.625,HSS8X6X5/8,HSS203.2X152.4X15.9,HSS203.2X152.4X15.9
HSS,HSS8X6X.500,HSS8X6X1/2,HSS203.2X152.4X12.7,HSS203.2X152.4X12.7
HSS,HSS8X6X.375,HSS8X6X3/8,HSS203.2X152.4X9.5,HSS203.2X152.4X9.5
HSS,HSS8X6X.313,HSS8X6X5/16,HSS203.2X152.4X7.9,HSS203.2X152.4X7.9
HSS,HSS8X6X.250,HSS8X6X1/4,HSS203.2X152.4X6.4,HSS203.2X152.4X6.4
HSS,HSS8X6X.188,HSS8X6X3/16,HSS203.2X152.4X4.8,HSS203.2X152.4X4.8
HSS,HSS8X4X.625,HSS8X4X5/8,HSS203.2X101.6X15.9,HSS203.2X101.6X15.9
HSS,HSS8X4X.500,HSS8X4X1/2,HSS203.2X101.6X12.7,HSS203.2X101.6X12.7
HSS,HSS8X4X.375,HSS8X4X3/8,HSS203.2X101.6X9.5,HSS203.2X101.6X9.5
HSS,HSS8X4X.313,HSS8X4X5/16,HSS203.2X101.6X7.9,HSS203.2X101.6X7.9
HSS,HSS8X4X.250,HSS8X4X1/4,HSS203.2X101.6X6.4,HSS203.2X101.6X6.4
HSS,HSS8X4X.188,HSS8X4X3/16,HSS203.2X101.6X4.8,HSS203.2X101.6X4.8
HSS,HSS8X4X.125,HSS8X4X1/8,HSS203.2X101.6X3.2,HSS203.2X101.6X3.2
HSS,HSS8X3X.500,HSS8X3X1/2,HSS203.2X76.2X12.7,HSS203.2X76.2X12.7
HSS,HSS8X3X.375,HSS8X3X3/8,HSS203.2X76.2X9.5,HSS203.2X76.2X9.5
HSS,HSS8X3X.313,HSS8X3X5/16,HSS203.2X76.2X7.9,HSS203.2X76.2X7.9
HSS,HSS8X3X.250,HSS8X3X1/4,HSS203.2X76.2X6.4,HSS203.2X76.2X6.4
HSS,HSS8X3X.188,HSS8X3X3/16,HSS203.2X76.2X4.8,HSS203.2X76.2X4.8
HSS,HSS8X3X.125,HSS8X3X1/8,HSS203.2X76.2X3.2,HSS203.2X76.2X3.2
HSS,HSS8X2X.375,HSS8X2X3/8,HSS203.2X50.8X9.5,HSS203.2X50.8X9.5
HSS,HSS8X2X.313,HSS8X2X5/16,HSS203.2X50.8X7.9,HSS203.2X50.8X7.9
HSS,HSS8X2X.250,HSS8X2X1/4,HSS203.2X50.8X6.4,HSS203.2X50.8X6.4
HSS,HSS8X2X.188,HSS8X2X3/16,HSS203.2X50.8X4.8,HSS203.2X50.8X4.8
HSS,HSS8X2X.125,HSS8X2X1/8,HSS203.2X50.8X3.2,HSS203.2X50.8X3.2
HSS,HSS7X7X.625,HSS7X7X5/8,HSS177.8X177.8X15.9,HSS177.8X177.8X15.9
HSS,HSS7X7X.500,HSS7X7X1/2,HSS177.8X177.8X12.7,HSS177.8X177.8X12.7
HSS,HSS7X7X.375,HSS7X7X3/8,HSS177.8X177.8X9.5,HSS177.8X177.8X9.5
HSS,HSS7X7X.313,HSS7X7X5/16,HSS177.8X177.8X7.9,HSS177.8X177.8X7.9
HSS,HSS7X7X.250,HSS7X7X1/4,HSS177.8X177.8X6.4,HSS177.8X177.8X6.4
HSS,HSS7X7X.188,HSS7X7X3/16,HSS177.8X177.8X4.8,HSS177.8X177.8X4.8
HSS,HSS7X7X.125,HSS7X7X1/8,HSS177.8X177.8X3.2,HSS177.8X177.8X3.2
HSS,HSS7X5X.500,HSS7X5X1/2,HSS177.8X127X12.7,HSS177.8X127X12.7
HSS,HSS7X5X.375,HSS7X5X3/8,HSS177.8X127X9.5,HSS177.8X127X9.5
HSS,HSS7X5X.313,HSS7X5X5/16,HSS177.8X127X7.9,HSS177.8X127X7.9
HSS,HSS7X5X.250,HSS7X5X1/4,HSS177.8X127X6.4,HSS177.8X127X6.4
HSS,HSS7X5X.188,HSS7X5X3/16,HSS177.8X127X4.8,HSS177.8X127X4.8
HSS,HSS7X5X.125,HSS7X5X1/8,HSS177.8X127X3.2,HSS177.8X127X3.2
HSS,HSS7X4X.500,HSS7X4X1/2,HSS177.8X101.6X12.7,HSS177.8X101.6X12.7
HSS,HSS7X4X.375,HSS7X4X3/8,HSS177.8X101.6X9.5,HSS177.8X101.6X9.5
HSS,HSS7X4X.313,HSS7X4X5/16,HSS177.8X101.6X7.9,HSS177.8X101.6X7.9
HSS,HSS7X4X.250,HSS7X4X1/4,HSS177.8X101.6X6.4,HSS177.8X101.6X6.4
HSS,HSS7X4X.188,HSS7X4X3/16,HSS177.8X101.6X4.8,HSS177.8X101.6X4.8
HSS,HSS7X4X.125,HSS7X4X1/8,HSS177.8X101.6X3.2,HSS177.8X101.6X3.2
HSS,HSS7X3X.500,HSS7X3X1/2,HSS177.8X76.2X12.7,HSS177.8X76.2X12.7
HSS,HSS7X3X.375,HSS7X3X3/8,HSS177.8X76.2X9.5,HSS177.8X76.2X9.5
HSS,HSS7X3X.313,HSS7X3X5/16,HSS177.8X76.2X7.9,HSS177.8X76.2X7.9
HSS,HSS7X3X.250,HSS7X3X1/4,HSS177.8X76.2X6.4,HSS177.8X76.2X6.4
HSS,HSS7X3X.188,HSS7X3X3/16,HSS177.8X76.2X4.8,HSS177.8X76.2X4.8
HSS,HSS7X3X.125,HSS7X3X1/8,HSS177.8X76.2X3.2,HSS177.8X76.2X3.2
HSS,HSS7X2X.250,HSS7X2X1/4,HSS177.8X50.8X6.4,HSS177.8X50.8X6.4
HSS,HSS7X2X.188,HSS7X2X3/16,HSS177.8X50.8X4.8,HSS177.8X50.8X4.8
HSS,HSS7X2X.125,HSS7X2X1/8,HSS177.8X50.8X3.2,HSS177.8X50.8X3.2
HSS,HSS6X6X.625,HSS6X6X5/8,HSS152.4X152.4X15.9,HSS152.4X152.4X15.9
HSS,HSS6X6X.500,HSS6X6X1/2,HSS152.4X152.4X12.7,HSS152.4X152.4X12.7
HSS,HSS6X6X.375,HSS6X6X3/8,HSS152.4X152.4X9.5,HSS152.4X152.4X9.5
HSS,HSS6X6X.313,HSS6X6X5/16,HSS152.4X152.4X7.9,HSS152.4X152.4X7.9
HSS,HSS6X6X.250,HSS6X6X1/4,HSS152.4X152.4X6.4,HSS152.4X152.4X6.4
HSS,HSS6X6X.188,HSS6X6X3/16,HSS152.4X152.4X4.8,HSS152.4X152.4X4.8
HSS,HSS6X6X.125,HSS6X6X1/8,HSS152.4X152.4X3.2,HSS152.4X152.4X3.2
HSS,HSS6X5X.500,HSS6X5X1/2,HSS152.4X127X12.7,HSS152.4X127X12.7
HSS,HSS6X5X.375,HSS6X5X3/8,HSS152.4X127X9.5,HSS152.4X127X9.5
HSS,HSS6X5X.313,HSS6X5X5/16,HSS152.4X127X7.9,HSS152.4X127X7.9
HSS,HSS6X5X.250,HSS6X5X1/4,HSS152.4X127X6.4,HSS152.4X127X6.4
HSS,HSS6X5X.188,HSS6X5X3/16,HSS152.4X127X4.8,HSS152.4X127X4.8
HSS,HSS6X5X.125,HSS6X5X1/8,HSS152.4X127X3.2,HSS152.4X127X3.2
HSS,HSS6X4X.500,HSS6X4X1/2,HSS152.4X101.6X12.7,HSS152.4X101.6X12.7
HSS,HSS6X4X.375,HSS6X4X3/8,HSS152.4X101.6X9.5,HSS152.4X101.6X9.5
HSS,HSS6X4X.313,HSS6X4X5/16,HSS152.4X101.6X7.9,HSS152.4X101.6X7.9
HSS,HSS6X4X.250,HSS6X4X1/4,HSS152.4X101.6X6.4,HSS152.4X101.6X6.4
HSS,HSS6X4X.188,HSS6X4X3/16,HSS152.4X101.6X4.8,HSS152.4X101.6X4.8
HSS,HSS6X4X.125,HSS6X4X1/8,HSS152.4X101.6X3.2,HSS152.4X101.6X3.2
HSS,HSS6X3X.500,HSS6X3X1/2,HSS152.4X76.2X12.7,HSS152.4X76.2X12.7
HSS,HSS6X3X.375,HSS6X3X3/8,HSS152.4X76.2X9.5,HSS152.4X76.2X9.5
HSS,HSS6X3X.313,HSS6X3X5/16,HSS152.4X76.2X7.9,HSS152.4X76.2X7.9
HSS,HSS6X3X.250,HSS6X3X1/4,HSS152.4X76.2X6.4,HSS152.4X76.2X6.4
HSS,HSS6X3X.188,HSS6X3X3/16,HSS152.4X76.2X4.8,HSS152.4X76.2X4.8
HSS,HSS6X3X.125,HSS6X3X1/8,HSS152.4X76.2X3.2,HSS152.4X76.2X3.2
HSS,HSS6X2X.375,HSS6X2X3/8,HSS152.4X50.8X9.5,HSS152.4X50.8X9.5
HSS,HSS6X2X.313,HSS6X2X5/16,HSS152.4X50.8X7.9,HSS152.4X50.8X7.9
HSS,HSS6X2X.250,HSS6X2X1/4,HSS152.4X50.8X6.4,HSS152.4X50.8X6.4
HSS,HSS6X2X.188,HSS6X2X3/16,HSS152.4X50.8X4.8,HSS152.4X50.8X4.8
HSS,HSS6X2X.125,HSS6X2X1/8,HSS152.4X50.8X3.2,HSS152.4X50.8X3.2
HSS,HSS5-1/2X5-1/2X.375,HSS5-1/2X5-1/2X3/8,HSS139.7X139.7X9.5,HSS139.7X139.7X9.5
